NO,TYPE,DEFINE1,DEFINE2
21021,NHTFW20_S2M060,,
21022,NHTFW20_S2M100,,
21023,NHTFW30_S2M040,,
21024,NHTFW30_S2M060,,
21025,NHTFW30_S2M100,,
21026,NHTFW32_S2M040,,
21027,NHTFW32_S2M060,,
21028,NHTFW32_S2M100,,
21029,NHTFW36_S2M040,,
21030,NHTFW36_S2M060,,
21031,NHTFW36_S2M100,,
21032,NHTFW40_S2M040,,
21033,NHTFW40_S2M060,,
21034,NHTFW40_S2M100,,
21035,NHTFW48_S2M100,,
21036,NHTFW50_S2M100,,
21037,NHTFW60_S2M100,,
21038,AHTF20S3M060,,
21039,AHTF20S3M100,,
21040,AHTF24S3M060,,
21041,AHTF24S3M100,,
21042,AHTF25S3M060,,
21043,AHTF26S3M060,,
21044,AHTF28S3M060,,
21045,AHTF30S3M060,,
21046,AHTF30S3M100,,
21047,AHTF32S3M060,,
21048,AHTF32S3M100,,
21049,AHTF36S3M060,,
21050,AHTF40S3M060,,
21051,AHTF44S3M060,,
21052,AHTF48S3M060,,
21053,AHTF50S3M060,,
21054,AHTF60S3M060,,
21055,NHTF20S3M060,,
21056,NHTF20S3M100,,
21057,NHTF24S3M060,,
21058,NHTF24S3M100,,
21059,NHTF25S3M060,,
21060,NHTF26S3M060,,
21061,NHTF28S3M060,,
21062,NHTF30S3M060,,
21063,NHTF30S3M100,,
21064,NHTF32S3M060,,
21065,NHTF32S3M100,,
21066,NHTF36S3M060,,
21067,NHTF40S3M060,,
21068,NHTF44S3M060,,
21069,NHTF48S3M060,,
21070,NHTF50S3M060,,
21071,NHTF60S3M060,,
21072,SHTF20S3M060,,
21073,SHTF20S3M100,,
21074,SHTF24S3M060,,
21075,SHTF24S3M100,,
21076,SHTF25S3M060,,
21077,SHTF26S3M060,,
21078,SHTF28S3M060,,
21079,SHTF30S3M060,,
21080,SHTF30S3M100,,
21081,SHTF32S3M060,,
21082,SHTF32S3M100,,
21083,SHTF36S3M060,,
21084,SHTF40S3M060,,
21085,SHTF44S3M060,,
21086,SHTF48S3M060,,
21087,SHTF50S3M060,,
21088,SHTF60S3M060,,
21089,AHTFW20_S3M060,,
21090,AHTFW20_S3M100,,
21091,AHTFW20_S3M150,,
21092,AHTFW24_S3M060,,
21093,AHTFW24_S3M100,,
21094,AHTFW24_S3M150,,
21095,AHTFW25_S3M100,,
21096,AHTFW25_S3M150,,
21097,AHTFW26_S3M100,,
21098,AHTFW26_S3M150,,
21099,AHTFW28_S3M100,,
21100,AHTFW28_S3M150,,
21101,AHTFW30_S3M100,,
21102,AHTFW30_S3M150,,
21103,AHTFW32_S3M100,,
21104,AHTFW32_S3M150,,
21105,AHTFW36_S3M100,,
21106,AHTFW36_S3M150,,
21107,AHTFW40_S3M100,,
21108,AHTFW40_S3M150,,
21109,AHTFW44_S3M100,,
21110,AHTFW44_S3M150,,
21111,AHTFW48_S3M100,,
21112,AHTFW48_S3M150,,
21113,AHTFW50_S3M100,,
21114,AHTFW50_S3M150,,
21115,AHTFW60_S3M100,,
21116,AHTFW60_S3M150,,
21117,KHTFW20_S3M060,,
21118,KHTFW20_S3M100,,
21119,KHTFW20_S3M150,,
21120,KHTFW24_S3M060,,
21121,KHTFW24_S3M100,,
21122,KHTFW24_S3M150,,
21123,KHTFW25_S3M100,,
21124,KHTFW25_S3M150,,
21125,KHTFW26_S3M100,,
21126,KHTFW26_S3M150,,
21127,KHTFW28_S3M100,,
21128,KHTFW28_S3M150,,
21129,KHTFW30_S3M100,,
21130,KHTFW30_S3M150,,
21131,KHTFW32_S3M100,,
21132,KHTFW32_S3M150,,
21133,KHTFW36_S3M100,,
21134,KHTFW36_S3M150,,
21135,KHTFW40_S3M100,,
21136,KHTFW40_S3M150,,
21137,KHTFW44_S3M100,,
21138,KHTFW44_S3M150,,
21139,KHTFW48_S3M100,,
21140,KHTFW48_S3M150,,
21141,KHTFW50_S3M100,,
21142,KHTFW50_S3M150,,
21143,KHTFW60_S3M100,,
21144,KHTFW60_S3M150,,
21145,AHTF16S5M100,,
21146,AHTF18S5M100,,
21147,AHTF20S5M100,,
21148,AHTF20S5M150,,
21149,AHTF22S5M100,,
21150,AHTF22S5M150,,
21151,AHTF24S5M100,,
21152,AHTF24S5M150,,
21153,AHTF25S5M100,,
21154,AHTF25S5M150,,
21155,AHTF26S5M100,,
21156,AHTF28S5M100,,
21157,AHTF28S5M150,,
21158,AHTF30S5M100,,
21159,AHTF30S5M150,,
21160,AHTF32S5M100,,
21161,AHTF32S5M150,,
21162,AHTF36S5M100,,
21163,AHTF40S5M100,,
21164,KHTF16S5M100,,
21165,KHTF18S5M100,,
21166,KHTF20S5M100,,
21167,KHTF20S5M150,,
21168,KHTF22S5M100,,
21169,KHTF22S5M150,,
21170,KHTF24S5M100,,
21171,KHTF24S5M150,,
21172,KHTF25S5M100,,
21173,KHTF25S5M150,,
21174,KHTF26S5M100,,
21175,KHTF28S5M100,,
21176,KHTF28S5M150,,
21177,KHTF30S5M100,,
21178,KHTF30S5M150,,
21179,KHTF32S5M100,,
21180,KHTF32S5M150,,
21181,KHTF36S5M100,,
21182,KHTF40S5M100,,
21183,BHTF16S5M100,,
21184,BHTF18S5M100,,
21185,BHTF20S5M100,,
21186,BHTF20S5M150,,
21187,BHTF22S5M100,,
21188,BHTF22S5M150,,
21189,BHTF24S5M100,,
21190,BHTF24S5M150,,
21191,BHTF25S5M100,,
21192,BHTF25S5M150,,
21193,BHTF26S5M100,,
21194,BHTF28S5M100,,
21195,BHTF28S5M150,,
21196,BHTF30S5M100,,
21197,BHTF30S5M150,,
21198,BHTF32S5M100,,
21199,BHTF32S5M150,,
21200,BHTF36S5M100,,
21201,BHTF40S5M100,,
21202,MHTF16S5M100,,
21203,MHTF18S5M100,,
21204,MHTF20S5M100,,
21205,MHTF20S5M150,,
21206,MHTF22S5M100,,
21207,MHTF22S5M150,,
21208,MHTF24S5M100,,
21209,MHTF24S5M150,,
21210,MHTF25S5M100,,
21211,MHTF25S5M150,,
21212,MHTF26S5M100,,
21213,MHTF28S5M100,,
21214,MHTF28S5M150,,
21215,MHTF30S5M100,,
21216,MHTF30S5M150,,
21217,MHTF32S5M100,,
21218,MHTF32S5M150,,
21219,MHTF36S5M100,,
21220,MHTF40S5M100,,
21221,SHTF16S5M100,,
21222,SHTF18S5M100,,
21223,SHTF20S5M100,,
21224,SHTF20S5M150,,
21225,SHTF22S5M100,,
21226,SHTF22S5M150,,
21227,SHTF24S5M100,,
21228,SHTF24S5M150,,
21229,SHTF25S5M100,,
21230,SHTF25S5M150,,
21231,SHTF26S5M100,,
21232,SHTF28S5M100,,
21233,SHTF28S5M150,,
21234,SHTF30S5M100,,
21235,SHTF30S5M150,,
21236,SHTF32S5M100,,
21237,SHTF32S5M150,,
21238,SHTF36S5M100,,
21239,SHTF40S5M100,,
21240,AHTFW16_S5M150,,
21241,AHTFW16_S5M250,,
21242,AHTFW18_S5M150,,
21243,AHTFW18_S5M250,,
21244,AHTFW20_S5M150,,
21245,AHTFW20_S5M250,,
21246,AHTFW22_S5M150,,
21247,AHTFW22_S5M250,,
21248,AHTFW24_S5M150,,
21249,AHTFW24_S5M250,,
21250,AHTFW25_S5M100,,
21251,AHTFW25_S5M150,,
21252,AHTFW25_S5M250,,
21253,AHTFW26_S5M150,,
21254,AHTFW26_S5M250,,
21255,AHTFW28_S5M100,,
21256,AHTFW28_S5M150,,
21257,AHTFW28_S5M250,,
21258,AHTFW30_S5M150,,
21259,AHTFW30_S5M250,,
21260,AHTFW32_S5M150,,
21261,AHTFW32_S5M250,,
21262,AHTFW36_S5M150,,
21263,AHTFW36_S5M250,,
21264,AHTFW40_S5M150,,
21265,AHTFW40_S5M250,,
21266,KHTFW16_S5M150,,
21267,KHTFW16_S5M250,,
21268,KHTFW18_S5M150,,
21269,KHTFW18_S5M250,,
21270,KHTFW20_S5M150,,
21271,KHTFW20_S5M250,,
21272,KHTFW22_S5M150,,
21273,KHTFW22_S5M250,,
21274,KHTFW24_S5M150,,
21275,KHTFW24_S5M250,,
21276,KHTFW25_S5M100,,
21277,KHTFW25_S5M150,,
21278,KHTFW25_S5M250,,
21279,KHTFW26_S5M150,,
21280,KHTFW26_S5M250,,
21281,KHTFW28_S5M100,,
21282,KHTFW28_S5M150,,
21283,KHTFW28_S5M250,,
21284,KHTFW30_S5M150,,
21285,KHTFW30_S5M250,,
21286,KHTFW32_S5M150,,
21287,KHTFW32_S5M250,,
21288,KHTFW36_S5M150,,
21289,KHTFW36_S5M250,,
21290,KHTFW40_S5M150,,
21291,KHTFW40_S5M250,,
21292,BHTFW16_S5M150,,
21293,BHTFW16_S5M250,,
21294,BHTFW18_S5M150,,
21295,BHTFW18_S5M250,,
21296,BHTFW20_S5M150,,
21297,BHTFW20_S5M250,,
21298,BHTFW22_S5M150,,
21299,BHTFW22_S5M250,,
21300,BHTFW24_S5M150,,
21301,BHTFW24_S5M250,,
21302,BHTFW25_S5M100,,
21303,BHTFW25_S5M150,,
21304,BHTFW25_S5M250,,
21305,BHTFW26_S5M150,,
21306,BHTFW26_S5M250,,
21307,BHTFW28_S5M100,,
21308,BHTFW28_S5M150,,
21309,BHTFW28_S5M250,,
21310,BHTFW30_S5M150,,
21311,BHTFW30_S5M250,,
21312,BHTFW32_S5M150,,
21313,BHTFW32_S5M250,,
21314,BHTFW36_S5M150,,
21315,BHTFW36_S5M250,,
21316,BHTFW40_S5M150,,
21317,BHTFW40_S5M250,,
21318,MHTFW16_S5M150,,
21319,MHTFW16_S5M250,,
21320,MHTFW18_S5M150,,
21321,MHTFW18_S5M250,,
21322,MHTFW20_S5M150,,
21323,MHTFW20_S5M250,,
21324,MHTFW22_S5M150,,
21325,MHTFW22_S5M250,,
21326,MHTFW24_S5M150,,
21327,MHTFW24_S5M250,,
21328,MHTFW25_S5M100,,
21329,MHTFW25_S5M150,,
21330,MHTFW25_S5M250,,
21331,MHTFW26_S5M150,,
21332,MHTFW26_S5M250,,
21333,MHTFW28_S5M100,,
21334,MHTFW28_S5M150,,
21335,MHTFW28_S5M250,,
21336,MHTFW30_S5M150,,
21337,MHTFW30_S5M250,,
21338,MHTFW32_S5M150,,
21339,MHTFW32_S5M250,,
21340,MHTFW36_S5M150,,
21341,MHTFW36_S5M250,,
21342,MHTFW40_S5M150,,
21343,MHTFW40_S5M250,,
21344,AHTF20S8M150,,
21345,AHTF20S8M250,,
21346,AHTF22S8M150,,
21347,AHTF24S8M150,,
21348,AHTF24S8M250,,
21349,AHTF24S8M300,,
21350,AHTF24S8M400,,
21351,AHTF25S8M150,,
21352,AHTF26S8M150,,
21353,AHTF28S8M150,,
21354,AHTF30S8M150,,
21355,AHTF30S8M250,,
21356,AHTF30S8M300,,
21357,AHTF30S8M400,,
21358,AHTF32S8M150,,
21359,AHTF34S8M150,,
21360,AHTF40S8M150,,
21361,KHTF20S8M150,,
21362,KHTF20S8M250,,
21363,KHTF22S8M150,,
21364,KHTF24S8M150,,
21365,KHTF24S8M250,,
21366,KHTF24S8M300,,
21367,KHTF24S8M400,,
21368,KHTF25S8M150,,
21369,KHTF26S8M150,,
21370,KHTF28S8M150,,
21371,KHTF30S8M150,,
21372,KHTF30S8M250,,
21373,KHTF30S8M300,,
21374,KHTF30S8M400,,
21375,KHTF32S8M150,,
21376,KHTF34S8M150,,
21377,KHTF40S8M150,,
21378,BHTF20S8M150,,
21379,BHTF20S8M250,,
21380,BHTF22S8M150,,
21381,BHTF24S8M150,,
21382,BHTF24S8M250,,
21383,BHTF24S8M300,,
21384,BHTF24S8M400,,
21385,BHTF25S8M150,,
21386,BHTF26S8M150,,
21387,BHTF28S8M150,,
21388,BHTF30S8M150,,
21389,BHTF30S8M250,,
21390,BHTF30S8M300,,
21391,BHTF30S8M400,,
21392,BHTF32S8M150,,
21393,BHTF34S8M150,,
21394,BHTF40S8M150,,
21395,MHTF20S8M150,,
21396,MHTF20S8M250,,
21397,MHTF22S8M150,,
21398,MHTF24S8M150,,
21399,MHTF24S8M250,,
21400,MHTF24S8M300,,
21401,MHTF24S8M400,,
21402,MHTF25S8M150,,
21403,MHTF26S8M150,,
21404,MHTF28S8M150,,
21405,MHTF30S8M150,,
21406,MHTF30S8M250,,
21407,MHTF30S8M300,,
21408,MHTF30S8M400,,
21409,MHTF32S8M150,,
21410,MHTF34S8M150,,
21411,MHTF40S8M150,,
21412,AHTFW22_S8M250,,
21413,AHTFW22_S8M300,,
21414,AHTFW22_S8M400,,
21415,AHTFW24_S8M250,,
21416,AHTFW24_S8M300,,
21417,AHTFW24_S8M400,,
21418,AHTFW25_S8M250,,
21419,AHTFW25_S8M300,,
21420,AHTFW25_S8M400,,
21421,AHTFW26_S8M150,,
21422,AHTFW26_S8M250,,
21423,AHTFW26_S8M300,,
21424,AHTFW26_S8M400,,
21425,AHTFW28_S8M250,,
21426,AHTFW28_S8M300,,
21427,AHTFW28_S8M400,,
21428,AHTFW30_S8M150,,
21429,AHTFW30_S8M250,,
21430,AHTFW30_S8M300,,
21431,AHTFW30_S8M400,,
21432,AHTFW32_S8M250,,
21433,AHTFW32_S8M300,,
21434,AHTFW32_S8M400,,
21435,AHTFW34_S8M250,,
21436,AHTFW34_S8M300,,
21437,AHTFW34_S8M400,,
21438,AHTFW40_S8M250,,
21439,AHTFW40_S8M300,,
21440,AHTFW40_S8M400,,
21441,KHTFW22_S8M250,,
21442,KHTFW22_S8M300,,
21443,KHTFW22_S8M400,,
21444,KHTFW24_S8M250,,
21445,KHTFW24_S8M300,,
21446,KHTFW24_S8M400,,
21447,KHTFW25_S8M250,,
21448,KHTFW25_S8M300,,
21449,KHTFW25_S8M400,,
21450,KHTFW26_S8M150,,
21451,KHTFW26_S8M250,,
21452,KHTFW26_S8M300,,
21453,KHTFW26_S8M400,,
21454,KHTFW28_S8M250,,
21455,KHTFW28_S8M300,,
21456,KHTFW28_S8M400,,
21457,KHTFW30_S8M150,,
21458,KHTFW30_S8M250,,
21459,KHTFW30_S8M300,,
21460,KHTFW30_S8M400,,
21461,KHTFW32_S8M250,,
21462,KHTFW32_S8M300,,
21463,KHTFW32_S8M400,,
21464,KHTFW34_S8M250,,
21465,KHTFW34_S8M300,,
21466,KHTFW34_S8M400,,
21467,KHTFW40_S8M250,,
21468,KHTFW40_S8M300,,
21469,KHTFW40_S8M400,,
21470,BHTFW22_S8M250,,
21471,BHTFW22_S8M300,,
21472,BHTFW22_S8M400,,
21473,BHTFW24_S8M250,,
21474,BHTFW24_S8M300,,
21475,BHTFW24_S8M400,,
21476,BHTFW25_S8M250,,
21477,BHTFW25_S8M300,,
21478,BHTFW25_S8M400,,
21479,BHTFW26_S8M150,,
21480,BHTFW26_S8M250,,
21481,BHTFW26_S8M300,,
21482,BHTFW26_S8M400,,
21483,BHTFW28_S8M250,,
21484,BHTFW28_S8M300,,
21485,BHTFW28_S8M400,,
21486,BHTFW30_S8M150,,
21487,BHTFW30_S8M250,,
21488,BHTFW30_S8M300,,
21489,BHTFW30_S8M400,,
21490,BHTFW32_S8M250,,
21491,BHTFW32_S8M300,,
21492,BHTFW32_S8M400,,
21493,BHTFW34_S8M250,,
21494,BHTFW34_S8M300,,
21495,BHTFW34_S8M400,,
21496,BHTFW40_S8M250,,
21497,BHTFW40_S8M300,,
21498,BHTFW40_S8M400,,
21499,MHTFW22_S8M250,,
21500,MHTFW22_S8M300,,
21501,MHTFW22_S8M400,,
21502,MHTFW24_S8M250,,
21503,MHTFW24_S8M300,,
21504,MHTFW24_S8M400,,
21505,MHTFW25_S8M250,,
21506,MHTFW25_S8M300,,
21507,MHTFW25_S8M400,,
21508,MHTFW26_S8M150,,
21509,MHTFW26_S8M250,,
21510,MHTFW26_S8M300,,
21511,MHTFW26_S8M400,,
21512,MHTFW28_S8M250,,
21513,MHTFW28_S8M300,,
21514,MHTFW28_S8M400,,
21515,MHTFW30_S8M150,,
21516,MHTFW30_S8M250,,
21517,MHTFW30_S8M300,,
21518,MHTFW30_S8M400,,
21519,MHTFW32_S8M250,,
21520,MHTFW32_S8M300,,
21521,MHTFW32_S8M400,,
21522,MHTFW34_S8M250,,
21523,MHTFW34_S8M300,,
21524,MHTFW34_S8M400,,
21525,MHTFW40_S8M250,,
21526,MHTFW40_S8M300,,
21527,MHTFW40_S8M400,,
21528,BHTFWNF28_S14M400,,
21529,BHTFWNF28_S14M600,,
21530,APTF40P2M060,,
21531,APTF30P3M100,,
21532,APTF30P3M150,,
21533,APTF20P5M100,,
21534,APTF20P5M150,,
21535,APTF28P5M100,,
21536,APTF28P5M150,,
21537,APTF20P8M150,,
21538,APTF20P8M250,,
21539,APTF24P8M250,,
21540,APTF30P8M150,,
21541,APTF30P8M250,,
21542,BPTF40P2M060,,
21543,BPTF30P3M100,,
21544,BPTF30P3M150,,
21545,BPTF20P5M100,,
21546,BPTF20P5M150,,
21547,BPTF28P5M100,,
21548,BPTF28P5M150,,
21549,BPTF20P8M150,,
21550,BPTF20P8M250,,
21551,BPTF24P8M250,,
21552,BPTF30P8M150,,
21553,BPTF30P8M250,,
21554,APTFW25_P5M100,,
21555,APTFW25_P5M150,,
21556,APTFW28_P5M100,,
21557,APTFW28_P5M150,,
21558,APTFW30_P5M150,,
21559,APTFW36_P5M150,,
21560,APTFW26_P8M150,,
21561,APTFW26_P8M250,,
21562,APTFW30_P8M150,,
21563,APTFW30_P8M250,,
21564,KPTFW25_P5M100,,
21565,KPTFW25_P5M150,,
21566,KPTFW28_P5M100,,
21567,KPTFW28_P5M150,,
21568,KPTFW30_P5M150,,
21569,KPTFW36_P5M150,,
21570,KPTFW26_P8M150,,
21571,KPTFW26_P8M250,,
21572,KPTFW30_P8M150,,
21573,KPTFW30_P8M250,,
21574,BPTFW25_P5M100,,
21575,BPTFW25_P5M150,,
21576,BPTFW28_P5M100,,
21577,BPTFW28_P5M150,,
21578,BPTFW30_P5M150,,
21579,BPTFW36_P5M150,,
21580,BPTFW26_P8M150,,
21581,BPTFW26_P8M250,,
21582,BPTFW30_P8M150,,
21583,BPTFW30_P8M250,,
21584,AGTF40GT2060,,
21585,AGTF40GT2090,,
21586,AGTF30GT3060,,
21587,AGTF30GT3090,,
21588,AGTF20GT5090,,
21589,AGTF20GT5120,,
21590,AGTF24GT5090,,
21591,AGTF24GT5120,,
21592,AGTF28GT5090,,
21593,AGTF28GT5120,,
21594,AGTF30GT5090,,
21595,AGTF30GT5120,,
21596,AGTF20YU8150,,
21597,AGTF20YU8200,,
21598,AGTF30YU8150,,
21599,AGTF30YU8200,,
21600,AGTF30YU8250,,
21601,BGTF40GT2060,,
21602,BGTF40GT2090,,
21603,BGTF30GT3060,,
21604,BGTF30GT3090,,
21605,BGTF20GT5090,,
21606,BGTF20GT5120,,
21607,BGTF24GT5090,,
21608,BGTF24GT5120,,
21609,BGTF28GT5090,,
21610,BGTF28GT5120,,
21611,BGTF30GT5090,,
21612,BGTF30GT5120,,
21613,BGTF20YU8150,,
21614,BGTF20YU8200,,
21615,BGTF30YU8150,,
21616,BGTF30YU8200,,
21617,BGTF30YU8250,,
21618,AGTFW30_GT2040,,
21619,AGTFW30_GT2060,,
21620,AGTFW30_GT2090,,
21621,AGTFW20_GT3090,,
21622,AGTFW20_GT3150,,
21623,AGTFW24_GT3090,,
21624,AGTFW24_GT3150,,
21625,AGTFW30_GT3090,,
21626,AGTFW30_GT3150,,
21627,AGTFW20_GT5120,,
21628,AGTFW20_GT5150,,
21629,AGTFW30_GT5120,,
21630,AGTFW30_GT5150,,
21631,AGTFW32_GT5120,,
21632,AGTFW32_GT5150,,
21633,AGTFW36_GT5120,,
21634,AGTFW36_GT5150,,
21635,AGTFW30_YU8200,,
21636,AGTFW30_YU8250,,
21637,BGTFW30_GT2040,,
21638,BGTFW30_GT2060,,
21639,BGTFW30_GT2090,,
21640,BGTFW20_GT3090,,
21641,BGTFW20_GT3150,,
21642,BGTFW24_GT3090,,
21643,BGTFW24_GT3150,,
21644,BGTFW30_GT3090,,
21645,BGTFW30_GT3150,,
21646,BGTFW20_GT5120,,
21647,BGTFW20_GT5150,,
21648,BGTFW30_GT5120,,
21649,BGTFW30_GT5150,,
21650,BGTFW32_GT5120,,
21651,BGTFW32_GT5150,,
21652,BGTFW36_GT5120,,
21653,BGTFW36_GT5150,,
21654,BGTFW30_YU8200,,
21655,BGTFW30_YU8250,,
21656,AHTFW18_T5100,,
21657,AHTFW18_T5150,,
21658,AHTFW18_T5200,,
21659,AHTFW18_T5250,,
21660,AHTFW20_T5100,,
21661,AHTFW20_T5150,,
21662,AHTFW20_T5200,,
21663,AHTFW20_T5250,,
21664,AHTFW22_T5150,,
21665,AHTFW22_T5200,,
21666,AHTFW22_T5250,,
21667,AHTFW24_T5100,,
21668,AHTFW24_T5150,,
21669,AHTFW24_T5200,,
21670,AHTFW24_T5250,,
21671,AHTFW25_T5150,,
21672,AHTFW25_T5200,,
21673,AHTFW25_T5250,,
21674,AHTFW28_T5150,,
21675,AHTFW28_T5200,,
21676,AHTFW28_T5250,,
21677,AHTFW30_T5150,,
21678,AHTFW30_T5200,,
21679,AHTFW30_T5250,,
21680,AHTF18T5100,,
21681,AHTF20T5100,,
21682,AHTF20T5150,,
21683,AHTF22T5100,,
21684,AHTF24T5100,,
21685,AHTF25T5100,,
21686,AHTF28T5100,,
21687,AHTF28T5150,,
21688,AHTF30T5100,,
21689,AHTF30T5150,,
21690,AHTF16T10150,,
21691,AHTF16T10250,,
21692,AHTF18T10150,,
21693,AHTF20T10150,,
21694,AHTF20T10250,,
21695,AHTF22T10150,,
21696,AHTF24T10150,,
21697,AHTF26T10150,,
21698,AHTFW16_T10150,,
21699,AHTFW16_T10200,,
21700,AHTFW16_T10250,,
21701,AHTFW16_T10300,,
21702,AHTFW16_T10400,,
21703,AHTFW16_T10500,,
21704,AHTFW18_T10200,,
21705,AHTFW18_T10250,,
21706,AHTFW18_T10300,,
21707,AHTFW20_T10200,,
21708,AHTFW20_T10250,,
21709,AHTFW20_T10300,,
21710,AHTFW20_T10400,,
21711,AHTFW20_T10500,,
21712,AHTFW22_T10200,,
21713,AHTFW22_T10250,,
21714,AHTFW22_T10300,,
21715,AHTFW24_T10200,,
21716,AHTFW24_T10250,,
21717,AHTFW24_T10300,,
21718,AHTFW26_T10200,,
21719,AHTFW26_T10250,,
21720,AHTFW26_T10300,,
21721,AHTF20_AT5100,,
21722,AHTF20_AT5150,,
21723,AHTF28_AT5100,,
21724,AHTF28_AT5150,,
21725,AHTF30_AT5100,,
21726,AHTF30_AT5150,,
21727,AHTFW18_AT5100,,
21728,AHTFW20_AT5100,,
21729,AHTFW20_AT5150,,
21730,AHTFW24_AT5100,,
21731,AHTFW24_AT5150,,
21732,AHTFW25_AT5150,,
21733,AHTFW30_AT5150,,
21734,KHTFW18_AT5100,,
21735,KHTFW20_AT5100,,
21736,KHTFW20_AT5150,,
21737,KHTFW24_AT5100,,
21738,KHTFW24_AT5150,,
21739,KHTFW25_AT5150,,
21740,KHTFW30_AT5150,,
21741,AHTF16_AT10150,,
21742,AHTF16_AT10250,,
21743,AHTF20_AT10150,,
21744,AHTF20_AT10250,,
21745,AHTF22_AT10150,,
21746,AHTFW16_AT10150,,
21747,AHTFW16_AT10200,,
21748,AHTFW16_AT10250,,
21749,AHTFW18_AT10250,,
21750,AHTFW20_AT10200,,
21751,AHTFW20_AT10250,,
21752,AHTFW26_AT10250,,
21753,AFBD9_20,,
21754,AFBD9_25,,
21755,AFBD10_25,,
21756,AFBD11_25,,
21757,AFBD11.5_25,,
21758,AFBD14_30,,
21759,AFBD15_30,,
21760,AFBD16_40,,
21761,AFBD19_30,,
21762,AFBD19_35,,
21763,AFBD19_45,,
21764,AFBD22_35,,
21765,AFBD22_45,,
21766,AFBD26_40,,
21767,AFBD26_45,,
21768,AFBD26_50,,
21769,BFBD9_20,,
21770,BFBD9_25,,
21771,BFBD10_25,,
21772,BFBD11_25,,
21773,BFBD11.5_25,,
21774,BFBD14_30,,
21775,BFBD15_30,,
21776,BFBD16_40,,
21777,BFBD19_30,,
21778,BFBD19_35,,
21779,BFBD19_45,,
21780,BFBD22_35,,
21781,BFBD22_45,,
21782,BFBD26_40,,
21783,BFBD26_45,,
21784,BFBD26_50,,
21785,MFBD9_20,,
21786,MFBD9_25,,
21787,MFBD10_25,,
21788,MFBD11_25,,
21789,MFBD11.5_25,,
21790,MFBD14_30,,
21791,MFBD15_30,,
21792,MFBD16_40,,
21793,MFBD19_30,,
21794,MFBD19_35,,
21795,MFBD19_45,,
21796,MFBD22_35,,
21797,MFBD22_45,,
21798,MFBD26_40,,
21799,MFBD26_45,,
21800,MFBD26_50,,
21801,SFBD9_20,,
21802,SFBD9_25,,
21803,SFBD10_25,,
21804,SFBD11_25,,
21805,SFBD11.5_25,,
21806,SFBD14_30,,
21807,SFBD15_30,,
21808,SFBD16_40,,
21809,SFBD19_30,,
21810,SFBD19_35,,
21811,SFBD19_45,,
21812,SFBD22_35,,
21813,SFBD22_45,,
21814,SFBD26_40,,
21815,SFBD26_45,,
21816,SFBD26_50,,
21817,AFDF9_20,,
21818,AFDF9_25,,
21819,AFDF10_25,,
21820,AFDF11_25,,
21821,AFDF11.5_25,,
21822,AFDF14_30,,
21823,AFDF15_30,,
21824,AFDF16_40,,
21825,AFDF19_30,,
21826,AFDF19_35,,
21827,AFDF19_45,,
21828,AFDF22_35,,
21829,AFDF22_45,,
21830,AFDF26_40,,
21831,AFDF26_45,,
21832,AFDF26_50,,
21833,BFDF9_20,,
21834,BFDF9_25,,
21835,BFDF10_25,,
21836,BFDF11_25,,
21837,BFDF11.5_25,,
21838,BFDF14_30,,
21839,BFDF15_30,,
21840,BFDF16_40,,
21841,BFDF19_30,,
21842,BFDF19_35,,
21843,BFDF19_45,,
21844,BFDF22_35,,
21845,BFDF22_45,,
21846,BFDF26_40,,
21847,BFDF26_45,,
21848,BFDF26_50,,
21849,MFDF9_20,,
21850,MFDF9_25,,
21851,MFDF10_25,,
21852,MFDF11_25,,
21853,MFDF11.5_25,,
21854,MFDF14_30,,
21855,MFDF15_30,,
21856,MFDF16_40,,
21857,MFDF19_30,,
21858,MFDF19_35,,
21859,MFDF19_45,,
21860,MFDF22_35,,
21861,MFDF22_45,,
21862,MFDF26_40,,
21863,MFDF26_45,,
21864,MFDF26_50,,
21865,SFDF9_20,,
21866,SFDF9_25,,
21867,SFDF10_25,,
21868,SFDF11_25,,
21869,SFDF11.5_25,,
21870,SFDF14_30,,
21871,SFDF15_30,,
21872,SFDF16_40,,
21873,SFDF19_30,,
21874,SFDF19_35,,
21875,SFDF19_45,,
21876,SFDF22_35,,
21877,SFDF22_45,,
21878,SFDF26_40,,
21879,SFDF26_45,,
21880,SFDF26_50,,
21881,AFBD9_15,,
21882,AFBD9_20W,,
21883,AFBD11_15,,
21884,AFBD11_20,,
21885,AFBD11.5_15,,
21886,AFBD11.5_20,,
21887,AFBD15_20,,
21888,AFBD15_25,,
21889,AFBD19_25,,
21890,AFBD19_30W,,
21891,AFBD22_25,,
21892,AFBD22_35W,,
21893,AFBD26_40W,,
21894,AFBD26_45W,,
21895,AFBD27_60,,
21896,AFBD32_45,,
21897,AFBD32_65,,
21898,AFBD37_55,,
21899,AFBD37_65,,
21900,AFBD45_70,,
21901,AFBD49_60,,
21902,AFBD49_70,,
21903,AFBD58_60,,
21904,AFBD59_70,,
21905,AFDF9_15,,
21906,AFDF9_20W,,
21907,AFDF11_15,,
21908,AFDF11_20,,
21909,AFDF11.5_15,,
21910,AFDF11.5_20,,
21911,AFDF15_20,,
21912,AFDF15_25,,
21913,AFDF19_25,,
21914,AFDF19_30W,,
21915,AFDF22_25,,
21916,AFDF22_35W,,
21917,AFDF26_40W,,
21918,AFDF26_45W,,
21919,AFDF27_60,,
